Location,Price,Rooms,Bathrooms,Car Parks,Property Type,Size,Furnishing
"Kepong, Kuala Lumpur","RM 680,000",3,2,,1-sty Terrace/Link House (Intermediate),Land area : 22x80 sq. ft.,Partly Furnished
"Kepong, Kuala Lumpur","RM 730,000",4,3,,2-sty Terrace/Link House (Intermediate),Land area : 20x80 sq. ft.,Partly Furnished
"Kepong, Kuala Lumpur","RM 450,000",3,2,,1-sty Terrace/Link House,Land area : 22x65 sq. ft.,Partly Furnished
"Mont Kiara, Kuala Lumpur","RM 620,000",3,2,2,Condominium (Intermediate),"Built-up : 1,015 sq. ft.",Unfurnished
"Cheras, Kuala Lumpur","RM 2,500,000",8,7,2,Bungalow,Land area : 6000 sq. ft.,Fully Furnished
"Taman Melawati, Kuala Lumpur","RM 2,150,000",6,7,3,Semi-detached House,Land area : 3200 sq. ft.,Partly Furnished
"Cheras, Kuala Lumpur","RM 308,000",3,2,1,Apartment (Intermediate),Built-up : 830 sq. ft.,Partly Furnished
"City Centre, Kuala Lumpur","RM 1,160,000",1,1,1,Serviced Residence,"Built-up : 1,141 sq. ft.",Fully Furnished
"Mont Kiara, Kuala Lumpur","RM 16,000,000",4+1,6,15,Bungalow (Corner),Land area : 17800 sq. ft.,Partly Furnished
"Mont Kiara, Kuala Lumpur","RM 7,500,000",6+1,7,3,Bungalow,Land area : 6100 sq. ft.,Partly Furnished
"Damansara Heights, Kuala Lumpur","RM 4,500,000",5+1,7,,Bungalow,Land area : 2530 sq. ft.,Partly Furnished
"Damansara Heights, Kuala Lumpur","RM 5,200,000",4+1,4,4,Bungalow,Land area : 8150 sq. ft.,Partly Furnished
"Cheras, Kuala Lumpur","RM 450,000",3,2,2,Condominium,"Built-up : 1,018 sq. ft.",Unfurnished
"Cheras, Kuala Lumpur","RM 449,000",3,2,2,Condominium (Intermediate),"Built-up : 1,018 sq. ft.",
"Mont Kiara, Kuala Lumpur","RM 1,322,355",4+1,4,4,Condominium (Corner),"Built-up : 2,085 sq. ft.",Partly Furnished
"Sri Petaling, Kuala Lumpur","RM 498,000",3,2,1,Condominium,"Built-up : 1,017 sq. ft.",
"Setapak, Kuala Lumpur","RM 500,000",3,2,1,Serviced Residence (Intermediate),"Built-up : 1,040 sq. ft.",Partly Furnished
"KL Sentral, Kuala Lumpur","RM 1,850,000",2+1,3,1,Serviced Residence (Intermediate),"Built-up : 1,485 sq. ft.",Partly Furnished
"KL Sentral, Kuala Lumpur","RM 1,680,000",2,2,1,Serviced Residence (Corner),"Built-up : 1,399 sq. ft.",Fully Furnished
"KLCC, Kuala Lumpur","RM 1,290,000",,,1,Condominium (Corner),"Built-up : 1,550 sq. ft.",Fully Furnished
"KLCC, Kuala Lumpur","RM 2,600,000",2,2,1,Serviced Residence,"Built-up : 1,051 sq. ft.",Fully Furnished
"Cheras, Kuala Lumpur","RM 850,000",4,3,,2-sty Terrace/Link House (Intermediate),Land area : 22x85 sq. ft.,Partly Furnished
"Bandar Menjalara, Kuala Lumpur","RM 3,300,000",5+1,5,,Semi-detached House (Intermediate),Land area : 45x90 sq. ft.,Partly Furnished
"Jalan Klang Lama (Old Klang Road), Kuala Lumpur","RM 725,000",2,2,1,Condominium (Intermediate),Built-up : 704 sq. ft.,Fully Furnished
"Jalan Kuching, Kuala Lumpur","RM 520,000",2,2,1,Condominium (Intermediate),Built-up : 870 sq. ft.,Fully Furnished
"Mont Kiara, Kuala Lumpur","RM 2,550,000",6+1,7,4,Condominium (Corner),"Built-up : 3,840 sq. ft.",Partly Furnished
"Cheras, Kuala Lumpur","RM 1,500,000",5+1,6,4,Semi-detached House (Corner),Land area : 5600 sq. ft.,Unfurnished
"Sunway SPK, Kuala Lumpur","RM 1,680,000",5+1,5,,2.5-sty Terrace/Link House (Intermediate),Land area : 22x75 sq. ft.,Partly Furnished
"Sunway SPK, Kuala Lumpur","RM 1,800,000",5+1,5,,2.5-sty Terrace/Link House (Intermediate),Land area : 22x75 sq. ft.,Partly Furnished
"KL City, Kuala Lumpur","RM 730,000",1,1,1,Serviced Residence,Built-up : 744 sq. ft.,Fully Furnished
"Bukit Jalil, Kuala Lumpur","RM 638,000",4,2,,Condominium,Land area : 1212 sq. ft.,Partly Furnished
"Ampang, Kuala Lumpur","RM 780,000",2,2,2,Serviced Residence (Corner),"Built-up : 1,060 sq. ft.",Fully Furnished
"Setapak, Kuala Lumpur","RM 460,000",3+1,2,1,Condominium (Intermediate),"Built-up : 1,333 sq. ft.",Unfurnished
"Sungai Besi, Kuala Lumpur","RM 530,000",3,2,2,Condominium (Corner),"Built-up : 1,152 sq. ft.",Partly Furnished
"Setapak, Kuala Lumpur","RM 530,000",4,2,,Condominium (Corner),"Built-up : 1,300 sq. ft.",Unfurnished
"Sungai Besi, Kuala Lumpur","RM 518,000",3,2,2,Condominium (Corner),"Built-up : 1,044 sq. ft.",Partly Furnished
"Mont Kiara, Kuala Lumpur","RM 1,200,000",3+1,3,1,Condominium,"Built-up : 1,600 sq. ft.",Fully Furnished
"Taman Tun Dr Ismail, Kuala Lumpur","RM 8,500,000",8+1,9,4,Bungalow (EndLot),Land area : 8500 sq. ft.,Unfurnished
"Taman Melawati, Kuala Lumpur","RM 1,650,000",4+1,5,,2-sty Terrace/Link House,"Built-up : 2,718 sq. ft.",Partly Furnished
"Taman Melawati, Kuala Lumpur","RM 1,500,000",3+1,4,,2-sty Terrace/Link House (Intermediate),"Built-up : 2,500 sq. ft.",Unfurnished
"Wangsa Maju, Kuala Lumpur","RM 1,260,000",3+1,4,2,Condominium (Corner),"Built-up : 1,775 sq. ft.",Partly Furnished
"KLCC, Kuala Lumpur","RM 6,700,000",6+1,7,5,Condominium,"Built-up : 6,552 sq. ft.",Partly Furnished
"KLCC, Kuala Lumpur","RM 1,400,000",2,2,2,Condominium (Corner),"Built-up : 1,270 sq. ft.",Fully Furnished
"KLCC, Kuala Lumpur","RM 1,350,000",2,2,,Serviced Residence (Corner),Built-up : 840 sq. ft.,Fully Furnished
"Setapak, Kuala Lumpur","RM 790,000",3,3,2,Condominium (Corner),"Built-up : 1,368 sq. ft.",Partly Furnished
"Setapak, Kuala Lumpur","RM 1,460,000",4+1,5,3,Condominium,"Built-up : 2,500 sq. ft.",Partly Furnished
"Sri Hartamas, Kuala Lumpur","RM 4,100,000",6+1,6,4,Semi-detached House (Corner),Land area : 6329 sq. ft.,Partly Furnished
"Taman Melawati, Kuala Lumpur","RM 2,380,000",4+1,5,,Bungalow (Intermediate),Land area : 4500 sq. ft.,Unfurnished
"Sri Hartamas, Kuala Lumpur","RM 2,550,000",5+1,5,,Semi-detached House (Intermediate),Land area : 4200 sq. ft.,Partly Furnished
"Taman Melawati, Kuala Lumpur","RM 1,750,000",5+1,6,3,3.5-sty Terrace/Link House (Intermediate),Land area : 22x70 sq. ft.,Unfurnished
"Setapak, Kuala Lumpur","RM 2,200,000",4+2,5,4,Condominium (Corner),"Built-up : 4,142 sq. ft.",Partly Furnished
"Sri Hartamas, Kuala Lumpur","RM 3,900,000",5+1,6,,3-sty Terrace/Link House (Intermediate),Land area : 2800 sq. ft.,Partly Furnished
"Sri Hartamas, Kuala Lumpur","RM 3,600,000",5,4,,Semi-detached House,Land area : 2400 sq. ft.,Partly Furnished
"Mont Kiara, Kuala Lumpur","RM 1,480,000",4+1,5,2,Condominium (Penthouse),"Built-up : 3,289 sq. ft.",Partly Furnished
"Dutamas, Kuala Lumpur","RM 488,000",3+1,3,2,Serviced Residence (Corner),Built-up : 850 sq. ft.,Partly Furnished
"Segambut, Kuala Lumpur","RM 430,000",3,2,,Apartment,Built-up : 995 sq. ft.,Partly Furnished
"Sri Petaling, Kuala Lumpur","RM 1,200,000",5,4,,2.5-sty Terrace/Link House,Land area : 22x80 sq. ft.,Partly Furnished
"Damansara Heights, Kuala Lumpur","RM 5,300,000",4+1,4,,Bungalow (Corner),Land area : 8200 sq. ft.,Partly Furnished
"Taman Desa, Kuala Lumpur","RM 500,000",2,2,2,Condominium,"Built-up : 1,250 sq. ft.",Fully Furnished
"Taman Tun Dr Ismail, Kuala Lumpur","RM 1,734,000",2,3,,Serviced Residence (Corner),"Built-up : 1,445 sq. ft.",Partly Furnished
"Bangsar, Kuala Lumpur","RM 7,570,450",4+1,6,4,Condominium (Corner),"Built-up : 5,220 sq. ft.",Partly Furnished
"Cheras, Kuala Lumpur","RM 1,130,000",4+1,4,4,3-sty Terrace/Link House (Intermediate),Land area : 22x45 sq. ft.,Unfurnished
"Cheras, Kuala Lumpur","RM 2,350,000",5+2,6,4,Semi-detached House (Corner),Land area : 40x90 sq. ft.,Partly Furnished
"Bangsar, Kuala Lumpur","RM 4,100,000",3+1,5,3,Condominium (Corner),"Built-up : 3,658 sq. ft.",Partly Furnished
"KLCC, Kuala Lumpur","RM 2,000,000",2,2,,Serviced Residence,"Built-up : 1,200 sq. ft.",Fully Furnished
"KLCC, Kuala Lumpur","RM 2,757,725",3+1,5,,Condominium (Corner),"Built-up : 2,347 sq. ft.",Unfurnished
"Ampang Hilir, Kuala Lumpur","RM 3,259,200",3+1,5,,Condominium,"Built-up : 4,074 sq. ft.",Partly Furnished
"Cheras, Kuala Lumpur","RM 1,600,000",4+1,5,,2-sty Terrace/Link House,Land area : 34x80 sq. ft.,Unfurnished
"Cheras, Kuala Lumpur","RM 1,200,000",4+1,5,,2-sty Terrace/Link House,Land area : 24x80 sq. ft.,Unfurnished
"Wangsa Maju, Kuala Lumpur","RM 900,000",5,3,,2-sty Terrace/Link House,Land area : 18 x 90 sq. ft.,Partly Furnished
"Cheras, Kuala Lumpur","RM 1,000,000",4+1,5,,2-sty Terrace/Link House,Land area : 22x80 sq. ft.,Unfurnished
"Cheras, Kuala Lumpur","RM 430,000",3,2,1,Condominium (Intermediate),"Built-up : 1,307 sq. ft.",Partly Furnished
"Cheras, Kuala Lumpur","RM 850,000",3,2,2,Serviced Residence (Intermediate),Land area : 1252 sq. ft.,Partly Furnished
"Cheras, Kuala Lumpur","RM 860,000",3+1,3,2,Condominium (Corner),"Built-up : 1,485 sq. ft.",Unfurnished
"Cheras, Kuala Lumpur","RM 855,000",3+1,3,2,Condominium (Corner),"Built-up : 1,485 sq. ft.",Unfurnished
"Cheras, Kuala Lumpur","RM 1,250,000",3+1,4,2,Condominium (Corner),"Built-up : 1,808 sq. ft.",Fully Furnished
"Cheras, Kuala Lumpur","RM 970,000",3+1,4,2,Condominium (Corner),"Built-up : 1,808 sq. ft.",Fully Furnished
"Cheras, Kuala Lumpur","RM 925,000",3+1,4,2,Condominium (Corner),"Built-up : 1,808 sq. ft.",Fully Furnished
"Cheras, Kuala Lumpur","RM 579,000",3,2,1,Serviced Residence (Intermediate),"Built-up : 1,143 sq. ft.",Unfurnished
"Cheras, Kuala Lumpur","RM 479,000",3,2,1,Serviced Residence (Intermediate),Built-up : 958 sq. ft.,Unfurnished
"Cheras, Kuala Lumpur","RM 510,000",3+1,2,1,Condominium (Intermediate),Land area : 1142 sq. ft.,Unfurnished
"Cheras, Kuala Lumpur","RM 295,000",3,2,1,Condominium (Intermediate),Land area : 755 sq. ft.,Partly Furnished
"Kuchai Lama, Kuala Lumpur","RM 838,000",5,3,2,2-sty Terrace/Link House (Intermediate),Land area : 22x70 sq. ft.,Unfurnished
"Mont Kiara, Kuala Lumpur","RM 1,480,000",3+1,3,,Condominium (Corner),"Built-up : 2,159 sq. ft.",Fully Furnished
"Wangsa Maju, Kuala Lumpur","RM 460,000",3,2,,Condominium,"Built-up : 1,267 sq. ft.",Partly Furnished
"Cheras, Kuala Lumpur","RM 265,000",3,2,1,Condominium,Built-up : 864 sq. ft.,
"KLCC, Kuala Lumpur","RM 3,500,000",3+1,5,,Condominium (Intermediate),"Built-up : 3,070 sq. ft.",Partly Furnished
"KLCC, Kuala Lumpur","RM 2,757,725",3+1,5,,Condominium (Corner),"Built-up : 2,347 sq. ft.",Partly Furnished
"KLCC, Kuala Lumpur","RM 3,330,000",3+1,5,,Condominium (Corner),"Built-up : 2,550 sq. ft.",Partly Furnished
"KLCC, Kuala Lumpur","RM 3,051,300",4+1,5,,Condominium (Corner),"Built-up : 2,906 sq. ft.",Unfurnished
"KLCC, Kuala Lumpur","RM 2,464,350",3+1,5,,Condominium (Corner),"Built-up : 2,347 sq. ft.",Unfurnished
"KLCC, Kuala Lumpur","RM 2,715,300",3+1,5,,Condominium (Corner),"Built-up : 2,586 sq. ft.",Unfurnished
"Taman Tun Dr Ismail, Kuala Lumpur","RM 8,880,000",6+1,9,,Bungalow (Corner),Land area : 16001 sq. ft.,Partly Furnished
"Cheras, Kuala Lumpur","RM 403,000",2,2,1,Condominium (Intermediate),Built-up : 825 sq. ft.,Partly Furnished
"Taman Melawati, Kuala Lumpur","RM 1,550,000",3+1,4,,Townhouse,"Built-up : 2,400 sq. ft.",Partly Furnished
"Bangsar, Kuala Lumpur","RM 8,880,000",4+1,6,,Condominium (Corner),"Built-up : 5,200 sq. ft.",Partly Furnished
"Bangsar, Kuala Lumpur","RM 4,266,600",3+1,5,3,Condominium (Corner),"Built-up : 3,282 sq. ft.",Fully Furnished
"Bangsar, Kuala Lumpur","RM 5,580,000",3+1,5,,Condominium (Corner),"Built-up : 3,282 sq. ft.",Partly Furnished
"Bangsar, Kuala Lumpur","RM 7,500,000",4+1,5,,Condominium (Corner),"Built-up : 5,200 sq. ft.",Partly Furnished
"Bangsar, Kuala Lumpur","RM 4,210,700",3+1,5,,Condominium (Corner),"Built-up : 3,239 sq. ft.",Partly Furnished
"Bangsar, Kuala Lumpur","RM 7,200,000",4,6,4,Condominium (Corner),"Built-up : 4,200 sq. ft.",Partly Furnished
"Mont Kiara, Kuala Lumpur","RM 2,200,000",3+1,5,3,Condominium (Corner),Land area : 2707 sq. ft.,Partly Furnished
"Sentul, Kuala Lumpur","RM 850,000",2+1,2,2,Condominium (Intermediate),"Built-up : 1,273 sq. ft.",Partly Furnished
"Sentul, Kuala Lumpur","RM 910,000",3,3,2,Condominium,"Built-up : 1,186 sq. ft.",Partly Furnished
"Seputeh, Kuala Lumpur","RM 12,000,000",13+,13,6,Bungalow (Corner),Land area : 9838 sq. ft.,Partly Furnished
"Seputeh, Kuala Lumpur","RM 6,523,000",,,,Residential Land (Intermediate),Land area : 9884 sq. ft.,Unknown
"Seputeh, Kuala Lumpur","RM 7,500,000",5+1,6,,Bungalow (Corner),Land area : 8812 sq. ft.,Fully Furnished
"Seputeh, Kuala Lumpur","RM 1,480,000",4,3,2,2.5-sty Terrace/Link House (Intermediate),Land area : 22&#215;100 sq. ft.,Partly Furnished
"Seputeh, Kuala Lumpur","RM 8,900,000",7+1,9,4,Bungalow (Intermediate),Land area : 6800 sq. ft.,Partly Furnished
"Dutamas, Kuala Lumpur","RM 2,850,000",5+1,6,3,Semi-detached House (Intermediate),Land area : 3690 sq. ft.,Fully Furnished
"Sentul, Kuala Lumpur","RM 580,000",3,2,,Serviced Residence,Built-up : 948 sq. ft.,Unfurnished
"Dutamas, Kuala Lumpur","RM 780,000",3,2,2,Condominium (Corner),"Built-up : 1,253 sq. ft.",Partly Furnished
"Dutamas, Kuala Lumpur","RM 750,000",3,2,2,Condominium (Corner),"Built-up : 1,253 sq. ft.",Partly Furnished
"Bukit Jalil, Kuala Lumpur","RM 530,000",3,3,2,Condominium (Intermediate),"Built-up : 1,003 sq. ft.",Unfurnished
"Sungai Besi, Kuala Lumpur","RM 520,000",3,2,2,Condominium (Corner),"Built-up : 1,127 sq. ft.",Partly Furnished
"Kuchai Lama, Kuala Lumpur","RM 550,000",3+1,2,2,Condominium (Intermediate),"Built-up : 1,313 sq. ft.",Partly Furnished
"Desa ParkCity, Kuala Lumpur","RM 1,488,000",2+1,2,2,Condominium (Corner),"Built-up : 1,370 sq. ft.",Partly Furnished
"Bukit Bintang, Kuala Lumpur","RM 573,000",Studio,,,Serviced Residence,Built-up : 550 sq. ft.,Fully Furnished
"KLCC, Kuala Lumpur","RM 2,000,000",3,2,1,Serviced Residence,"Built-up : 1,299 sq. ft.",Fully Furnished
"City Centre, Kuala Lumpur","RM 3,950,000",3+2,4,2,Condominium,"Built-up : 3,285 sq. ft.",Partly Furnished
"Bangsar, Kuala Lumpur","RM 2,650,000",4,3,2,2-sty Terrace/Link House,Land area : 22x85 sq. ft.,Partly Furnished
"Taman Desa, Kuala Lumpur","RM 380,000",3,2,1,Condominium,Built-up : 928 sq. ft.,Unknown
"Taman Desa, Kuala Lumpur","RM 998,000",3+1,4,2,Condominium (Corner),"Built-up : 1,870 sq. ft.",Fully Furnished
"Sungai Besi, Kuala Lumpur","RM 550,000",3,2,1,Condominium,"Built-up : 1,044 sq. ft.",Partly Furnished
"KLCC, Kuala Lumpur","RM 1,400,000",2,2,,Condominium (Corner),"Built-up : 1,270 sq. ft.",Fully Furnished
"KLCC, Kuala Lumpur","RM 2,152,000",1+1,2,1,Serviced Residence (Intermediate),"Built-up : 1,076 sq. ft.",Fully Furnished
"KLCC, Kuala Lumpur","RM 3,252,600",2+1,3,2,Serviced Residence (Corner),"Built-up : 1,668 sq. ft.",Partly Furnished
"KLCC, Kuala Lumpur","RM 4,957,719",3+1,5,2,Serviced Residence (Penthouse),"Built-up : 2,615 sq. ft.",Fully Furnished
"Ampang, Kuala Lumpur","RM 880,000",3,2,,Serviced Residence,"Built-up : 1,066 sq. ft.",Partly Furnished
"KLCC, Kuala Lumpur","RM 1,280,000",3,2,1,Serviced Residence,Built-up : 960 sq. ft.,Fully Furnished
"KLCC, Kuala Lumpur","RM 495,000",Studio,1,,Serviced Residence (Studio),Built-up : 493 sq. ft.,Fully Furnished
"Mont Kiara, Kuala Lumpur","RM 3,800,000",4+1,4,,Semi-detached House (Intermediate),Land area : 26X92 sq. ft.,Partly Furnished
"Jalan Klang Lama (Old Klang Road), Kuala Lumpur","RM 508,000",2,2,1,Serviced Residence (Intermediate),Built-up : 798 sq. ft.,Partly Furnished
"Bangsar, Kuala Lumpur","RM 3,750,000",4+2,6,4,Bungalow (Corner),"Built-up : 4,355 sq. ft.",Partly Furnished
"Mont Kiara, Kuala Lumpur","RM 4,400,000",6+1,6,,Semi-detached House (Intermediate),Land area : 4600 sq. ft.,Partly Furnished
"Mont Kiara, Kuala Lumpur","RM 3,600,000",4+1,5,,3-sty Terrace/Link House (Intermediate),Land area : 2400 sq. ft.,Partly Furnished
"Taman Tun Dr Ismail, Kuala Lumpur","RM 925,000",3,2,,Serviced Residence (Corner),"Built-up : 1,022 sq. ft.",Partly Furnished
"Taman Tun Dr Ismail, Kuala Lumpur","RM 830,000",3,2,1,Serviced Residence,"Built-up : 1,010 sq. ft.",Partly Furnished
"Taman Tun Dr Ismail, Kuala Lumpur","RM 1,498,000",3+1,4,,Serviced Residence (Corner),"Built-up : 1,840 sq. ft.",Partly Furnished
"Taman Tun Dr Ismail, Kuala Lumpur","RM 808,000",2,2,,Serviced Residence,Built-up : 876 sq. ft.,Partly Furnished
"Mont Kiara, Kuala Lumpur","RM 2,688,000",4+2,5,3,Condominium,"Built-up : 3,401 sq. ft.",Partly Furnished
"Segambut, Kuala Lumpur","RM 850,000",3,2,2,Condominium,"Built-up : 1,319 sq. ft.",Partly Furnished
"Ampang, Kuala Lumpur","RM 550,000",1,1,1,Serviced Residence,Built-up : 780 sq. ft.,Partly Furnished
"Mont Kiara, Kuala Lumpur","RM 2,380,000",4+1,4,3,Condominium,"Built-up : 3,055 sq. ft.",Partly Furnished
"Dutamas, Kuala Lumpur","RM 830,000",3,3,2,Condominium,"Built-up : 1,315 sq. ft.",Fully Furnished
"Mont Kiara, Kuala Lumpur","RM 1,020,000",2,2,1,Serviced Residence,Built-up : 896 sq. ft.,
"Mont Kiara, Kuala Lumpur","RM 1,890,000",3+1,5,3,Condominium,"Built-up : 2,535 sq. ft.",
"Mont Kiara, Kuala Lumpur","RM 1,540,000",3+1,4,2,Condominium,"Built-up : 2,272 sq. ft.",
"Mont Kiara, Kuala Lumpur","RM 675,000",3,2,2,Condominium,"Built-up : 1,015 sq. ft.",Unfurnished
"Ampang Hilir, Kuala Lumpur","RM 650,000",2+1,2,1,Condominium (Intermediate),Built-up : 904 sq. ft.,Partly Furnished
"Wangsa Maju, Kuala Lumpur","RM 430,000",2,2,1,Condominium,"Built-up : 1,100 sq. ft.",Partly Furnished
"Mont Kiara, Kuala Lumpur","RM 600,000",1,1,,Serviced Residence (Intermediate),Built-up : 462 sq. ft.,Fully Furnished
"Mont Kiara, Kuala Lumpur","RM 600,000",1,1,1,Serviced Residence,Built-up : 633 sq. ft.,Fully Furnished
"Mont Kiara, Kuala Lumpur","RM 850,000",2,2,1,Serviced Residence (Corner),Built-up : 826 sq. ft.,Fully Furnished
"Sri Hartamas, Kuala Lumpur","RM 510,000",1,1,1,Serviced Residence,Built-up : 450 sq. ft.,Fully Furnished
"Mont Kiara, Kuala Lumpur","RM 1,100,000",2,2,2,Serviced Residence (Corner),Built-up : 932 sq. ft.,Fully Furnished
"Mont Kiara, Kuala Lumpur","RM 2,100,000",3,2,2,Serviced Residence (Corner),"Built-up : 2,659 sq. ft.",Fully Furnished
"Damansara Heights, Kuala Lumpur","RM 2,480,000",4,4,2,2-sty Terrace/Link House,Land area : 1650 sq. ft.,Partly Furnished
"Mont Kiara, Kuala Lumpur","RM 7,900,000",5+1,6,5,Bungalow,Land area : 10000 sq. ft.,Fully Furnished
"Sri Petaling, Kuala Lumpur","RM 670,000",4,3,,2-sty Terrace/Link House (Intermediate),Land area : 18x65 sq. ft.,
"KLCC, Kuala Lumpur","RM 1,650,000",2,1,1,Serviced Residence,"Built-up : 1,100 sq. ft.",Fully Furnished
"City Centre, Kuala Lumpur","RM 3,900,000",3+1,2,,Condominium,Land area : 3285 sq. ft.,
"KLCC, Kuala Lumpur","RM 2,600,000",3,4,2,Condominium,Land area : 2245 sq. ft.,Unfurnished
"KLCC, Kuala Lumpur","RM 3,500,000",4,4,2,Condominium,Land area : 2906 sq. ft.,Unfurnished
"KLCC, Kuala Lumpur","RM 3,400,000",4+1,5,,Condominium (Corner),Land area : 3800 sq. ft.,Partly Furnished
"City Centre, Kuala Lumpur","RM 4,200,000",3,2,,Condominium,Land area : 3285 sq. ft.,Fully Furnished
"KL City, Kuala Lumpur","RM 900,000",2,2,1,Condominium,"Built-up : 1,180 sq. ft.",Fully Furnished
"Wangsa Maju, Kuala Lumpur","RM 480,000",3+1,2,1,Condominium,"Built-up : 1,267 sq. ft.",Fully Furnished
"Mont Kiara, Kuala Lumpur","RM 6,450,000",5+1,6,,Bungalow,Land area : 6390 sq. ft.,Partly Furnished
"Desa ParkCity, Kuala Lumpur","RM 3,890,000",6,6,4,Semi-detached House (Corner),Land area : 40x80 sq. ft.,Fully Furnished
"Desa ParkCity, Kuala Lumpur","RM 4,560,000",,,,Residential Land,Land area : 6609 sq. ft.,
"Dutamas, Kuala Lumpur","RM 1,100,000",2,2,1,Serviced Residence (Intermediate),Built-up : 997 sq. ft.,Fully Furnished
"Sri Hartamas, Kuala Lumpur","RM 508,000",Studio,1,,Serviced Residence,Built-up : 498 sq. ft.,Partly Furnished
"Ampang, Kuala Lumpur","RM 1,500,000",3+1,4,3,Condominium (Corner),"Built-up : 2,109 sq. ft.",Partly Furnished
"Dutamas, Kuala Lumpur","RM 470,000",3,2,1,Condominium,"Built-up : 1,326 sq. ft.",Fully Furnished
"Dutamas, Kuala Lumpur","RM 450,000",3,2,1,Condominium (Corner),"Built-up : 1,100 sq. ft.",Partly Furnished
"KL City, Kuala Lumpur","RM 362,000",1,1,,Serviced Residence,Built-up : 304 sq. ft.,Fully Furnished
"Desa ParkCity, Kuala Lumpur","RM 3,480,000",4+1,3,2,2-sty Terrace/Link House (Corner),Land area : 46x75 sq. ft.,Partly Furnished
"Desa ParkCity, Kuala Lumpur","RM 1,850,000",3+1,3,2,2-sty Terrace/Link House (Intermediate),Land area : 22x75 sq. ft.,Partly Furnished
"Desa ParkCity, Kuala Lumpur","RM 1,830,000",3+1,3,,2-sty Terrace/Link House,Land area : 22x75 sq. ft.,Partly Furnished
"Desa ParkCity, Kuala Lumpur","RM 2,950,000",3+1,4,2,2-sty Terrace/Link House,"Built-up : 3,079 sq. ft.",Partly Furnished
"Desa ParkCity, Kuala Lumpur","RM 1,990,000",3+1,4,,2-sty Terrace/Link House,"Built-up : 2,530 sq. ft.",
"Desa ParkCity, Kuala Lumpur","RM 2,880,000",3+1,4,2,2-sty Terrace/Link House,"Built-up : 3,079 sq. ft.",Partly Furnished
"Desa ParkCity, Kuala Lumpur","RM 2,200,000",4,3,,2-sty Terrace/Link House,"Built-up : 2,530 sq. ft.",Fully Furnished
"Mont Kiara, Kuala Lumpur","RM 820,000",,,2,Condominium (Corner),"Built-up : 1,230 sq. ft.",Fully Furnished
"Cheras, Kuala Lumpur","RM 600,000",4,3,,2-sty Terrace/Link House,"Built-up : 1,650 sq. ft.",
"Bukit Bintang, Kuala Lumpur","RM 9,500,000",4+2,6,,Serviced Residence (Corner),"Built-up : 5,743 sq. ft.",Partly Furnished
"Cheras, Kuala Lumpur","RM 830,000",1,1,1,Apartment,Built-up : 624 sq. ft.,Fully Furnished
"Cheras, Kuala Lumpur","RM 1,400,000",3,2,1,Serviced Residence (Intermediate),"Built-up : 1,087 sq. ft.",Fully Furnished
"Cheras, Kuala Lumpur","RM 1,105,500",2,2,1,Serviced Residence,Built-up : 936 sq. ft.,
"Cheras, Kuala Lumpur","RM 1,216,800",2,2,1,Serviced Residence (Intermediate),Built-up : 936 sq. ft.,Unknown
"Cheras, Kuala Lumpur","RM 1,400,000",3,2,1,Serviced Residence (Intermediate),"Built-up : 1,087 sq. ft.",Fully Furnished
"Cheras, Kuala Lumpur","RM 1,200,000",2,2,1,Serviced Residence (Corner),Built-up : 931 sq. ft.,Fully Furnished
"Cheras, Kuala Lumpur","RM 1,003,000",2,2,1,Serviced Residence,Built-up : 850 sq. ft.,
"Cheras, Kuala Lumpur","RM 1,123,000",2,2,1,Serviced Residence,Built-up : 936 sq. ft.,
"KLCC, Kuala Lumpur","RM 899,000",2,2,1,Serviced Residence,"Built-up : 1,055 sq. ft.",Fully Furnished
"Taman Tun Dr Ismail, Kuala Lumpur","RM 790,000",2,2,1,Serviced Residence,Built-up : 876 sq. ft.,
"Taman Tun Dr Ismail, Kuala Lumpur","RM 1,500,000",3+1,,2,Serviced Residence,"Built-up : 1,840 sq. ft.",
"Taman Tun Dr Ismail, Kuala Lumpur","RM 1,500,000",4+1,3,2,Condominium (Duplex),"Built-up : 2,000 sq. ft.",Partly Furnished
